index	video_path	video	question_id	question	answer	options	correct_answer_index	category
0027	boss-employee/video_84.mp4	boss-employee/video_84	0027-4	Why does the woman seem annoyed when the man with yellow glasses expresses an emotion after the shot?	She values efficiency over emotional expression.	A. She values efficiency over emotional expression., B. She believes emotions distract from the task at hand., C. She is concerned about his lack of focus during the game., D. She prefers logical reasoning to sentimental gestures., E. She thinks emotional displays are unprofessional in this context.	A	Emotion Inference
0028	boss-employee/video_107.mp4	boss-employee/video_107	0028-1	What is likely to be the immediate next activity?	Continue drinking.	A. Start dancing., B. Grab a snack., C. Take a nap., D. Continue drinking., E. Call a friend.	D	Factual Prediction
0028	boss-employee/video_107.mp4	boss-employee/video_107	0028-2	Do you like this kind of gathering?	I really enjoy it.	A. Not really my thing., B. I prefer quieter activities., C. It's okay, I guess., D. I really enjoy it., E. I love outdoor events more.	D	Factual Prediction
0028	boss-employee/video_107.mp4	boss-employee/video_107	0028-3	How many people participated in the toast?	Four people	A. Three people, B. Five people, C. Two people, D. Six people, E. Four people	E	Environment Perception
0028	boss-employee/video_107.mp4	boss-employee/video_107	0028-4	How might the interaction change if all the individuals were strangers?	They would show more formal politeness.	A. They would engage in open and casual conversations., B. They might avoid eye contact and stay silent., C. They would be more aggressive and competitive., D. They would show more formal politeness., E. They could display indifference towards one another.	D	Attitude Inference
0028	boss-employee/video_107.mp4	boss-employee/video_107	0028-5	Why do the individuals tap their cups together before drinking?	To perform a toast	A. To signal the end of a meal, B. To show they are ready to eat, C. To create a rhythmic sound, D. To perform a toast, E. To acknowledge their server	D	Intent Inference
0028	boss-employee/video_107.mp4	boss-employee/video_107	0028-6	Why does one of the men chuckle after taking a drink?	He was amused by his friend's reaction to the drink.	A. He found the taste surprisingly refreshing., B. He remembered a funny story from his childhood., C. He didn't expect to drink more., D. He realized he was at a party instead of working., E. He was amused by his friend's reaction to the drink.	E	Intent Inference
0028	boss-employee/video_107.mp4	boss-employee/video_107	0028-7	Which kind of relationship plays a dominant role in this video?	boss-employee	A. friends, B. boss-employee, C. colleagues, D. transactional, E. coach-player, F. caregiver-recipient, G. classmates, H. couple, I. grandparent-child, J. service, K. teacher-student, L. sibling, M. parent-child, N. teammates	B	Relation Inference
0029	boss-employee/video_126.mp4	boss-employee/video_126	0029-1	Why is the music added?	To enhance the humor.	A. To create a dramatic effect., B. To introduce a narrative element., C. To evoke feelings of nostalgia., D. To enhance the humor., E. To highlight the action sequences.	D	Intent Inference
0029	boss-employee/video_126.mp4	boss-employee/video_126	0029-2	Which kind of relationship plays a dominant role in this video?	boss-employee	A. sibling, B. boss-employee, C. transactional, D. friends, E. grandparent-child, F. coach-player, G. service, H. classmates, I. colleagues, J. sports teammates, K. couple, L. caregiver-recipient, M. parent-child, N. teacher-student	B	Relation Inference
0030	boss-employee/video_101.mp4	boss-employee/video_101	0030-1	What will the manager do if the staff stops?	The manager will be on the same level as the staff.	A. The manager will increase the workload for everyone., B. The manager will call an emergency meeting immediately., C. The manager will be on the same level as the staff., D. The manager will send an email to upper management., E. The manager will begin performance reviews next week.	C	Factual Prediction
0030	boss-employee/video_101.mp4	boss-employee/video_101	0030-2	What does this video express?	It expresses that employees work hard to benefit managers and bosses, but they only receive minimal pay.	A. It highlights the importance of teamwork in achieving company goals., B. It focuses on the relationship between employee satisfaction and productivity., C. It showcases the benefits of a positive work environment for everyone., D. It discusses the challenges of balancing work and personal life., E. It expresses that employees work hard to benefit managers and bosses, but they only receive minimal pay.	E	Factual Prediction
0031	boss-employee/video_102.mp4	boss-employee/video_102	0031-1	Why does the person sitting want to leave?	They may not have wanted to be there for a long time.	A. They may not have wanted to be there for a long time., B. They are waiting for someone to arrive., C. They need to go to the bathroom., D. They are feeling tired and want to rest., E. They have an urgent phone call to make.	A	Intent Inference
0031	boss-employee/video_102.mp4	boss-employee/video_102	0031-2	What will the standing person do after the seated person leaves?	Sit down.	A. Talk to someone., B. Read a book., C. Sit down., D. Walk., E. Stretch and relax.	C	Human Attribute Identification
0032	boss-employee/video_119.mp4	boss-employee/video_119	0032-1	Why are the people at the computer crowded around the screen?	To make a decision.	A. To watch a video., B. To play a game., C. To browse the internet., D. To read a document., E. To make a decision.	E	Intent Inference
0032	boss-employee/video_119.mp4	boss-employee/video_119	0032-2	Why does the woman smile at the end of the video?	The team is working well together.	A. She received a compliment from a colleague., B. The day is coming to an end., C. The coffee machine is finally fixed., D. Her favorite song is playing in the background., E. The team is working well together.	E	Attitude Inference
0032	boss-employee/video_119.mp4	boss-employee/video_119	0032-3	Which kind of relationship plays a dominant role in this video?	boss-employee	A. colleagues, B. teacher-student, C. sports teammates, D. caregiver-recipient, E. classmates, F. boss-employee, G. parent-child, H. friends, I. coach-player, J. transactional, K. sibling, L. couple, M. grandparent-child, N. service	F	Relation Inference
0033	boss-employee/video_19.mp4	boss-employee/video_19	0033-1	Why does the man smile before he hands the woman the mop and bucket?	To soften the request to do her work.	A. To soften the request to do her work., B. To express his appreciation for her efforts., C. To demonstrate his excitement about the task ahead., D. To signal to her that he wants to take a break., E. To show that he is confident in her abilities.	A	Counterfactual Prediction
0033	boss-employee/video_19.mp4	boss-employee/video_19	0033-2	How would the interaction likely differ if the woman was the manager and the man was the employee?	She would be giving him instructions instead.	A. He would be providing feedback to her instead., B. They would be collaborating on a project together., C. She would be giving him instructions instead., D. She would be seeking his approval for decisions., E. He would be training her on the job requirements.	C	Counterfactual Prediction
0033	boss-employee/video_19.mp4	boss-employee/video_19	0033-3	Which kind of relationship plays a dominant role in this video?	boss-employee	A. classmates, B. boss-employee, C. sibling, D. coach-player, E. caregiver-recipient, F. colleagues, G. couple, H. grandparent-child, I. parent-child, J. sports teammates, K. transactional, L. service, M. friends, N. teacher-student	B	Relation Inference
0034	boss-employee/video_127.mp4	boss-employee/video_127	0034-1	If the manager had offered genuine, positive reinforcement, how might the employee's performance have differed?	The employee's performance might have improved.	A. The employee's attitude could have worsened., B. The employee might have disengaged entirely., C. The employee's performance might have improved., D. The employee's performance would likely have stagnated., E. The employee may have requested to leave the company.	C	Factual Prediction
